YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,SECTOR,INDUSTRY,UT30_NAME,ACCOUNT_TYPE,SIGNINGS_AMT,PRACTICE,DEAL_SIZE,CLIENT_NAME,SIGNINGS_AMT_PY,SIGNINGS_AMT_PPY,COUNTRY,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,MONTH
2023,2,11,Japan,JP Industrial,JP Electronics,Select BPS-T,Finance Transformation OA,TARGET PREMIER,0.0,Finance,<10M,"HITACHI ASTEMO, LTD.",,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,3
2023,4,13,Rest of EMEA,NCEE,CEE,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,KRUK,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,1,5,Americas,US Public and Communications,US Public and Communications,Digital Squads,Custom Application Management Services OA,Unassigned,700.0,Custom Application Operations,<10M,THE SAN FRANCISCO GENERAL HOSPITAL FOUNDATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,1
2023,2,13,Japan,JP Top,JP Other,Unassigned,SAP,Unassigned,1190.0,SAP,<10M,"AOKI HOLDINGS, K.K.",,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,2,13,Americas,US Federal,US Federal,Government,SAP,ENTERPRISE,0.0,SAP,<10M,ARMY1,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,3
2023,2,9,Americas,US Financial,US Financial,Finance Markets,ORACLE,TARGET PREMIER,0.0,,<10M,"GOLDMAN SACHS GROUP, INC",,,,,Strategy & Technology,Business Applications,Business Transformation with Oracle,2
2023,2,7,Americas,US Communications & Industrial,US Communications & Industrial,Energy & Utilities,SALESFORCE,ENTERPRISE,0.0,Salesforce,<10M,NATIONAL GRID TRANSCO PLC,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,1,13,APAC,ISA,ISA IND,Select BPS-T,Application Mgmt Services for Oracle OA,FOUNDATION CLUSTER,0.0,Oracle Application Operations,<10M,NISSAN,,,,,Intelligent Operations,Application Operations,Application Management Services for Oracle,3
2023,4,6,Americas,Canada,Canada DIST,Select Client,Custom Application Management Services OA,FOUNDATION,-2.0,,<10M,FEDERATED CO-OPERATIVES,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,12,Americas,LA,LA North SSA,Select Technology Sales Rep,Experience Strategy and Design OA,PREMIER,0.0,,<10M,AMERICA MOVIL,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,4,13,Rest of EMEA,France,France PUB,Digital Squads,Application Operations OA Top,Unassigned,0.0,,<10M,ASS ENSEIGNEMENT SUPERIEUR COMMERCIAL,,,,,Intelligent Operations,Application Operations,Application Operations Top,3
2023,2,12,Americas,Canada,Canada DIST,Retail,Digital Product Design and Engineering OA,FOUNDATION,0.0,Migration & Modernization,<10M,CANADIAN TIRE,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,1,10,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,29.0,Japan Joint Ventures,<10M,"TOYOTA ENVIRONMENT SERVICES CO.,LT",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,3
2023,1,13,APAC,ISA,ISA FSS,Finance Markets,IBM CyberDefend Other,FOUNDATION CLUSTER,-34786.0,CyberDefend,<10M,RBI (RESERVE BANK OF INDIA,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,2,4,Rest of EMEA,France,France IND,Select BPS-T,AMS for SAP Apps,FOUNDATION,0.0,SAP Application Operations,<10M,VALEO,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,1
2023,1,5,Japan,JP Industrial,JP Electronics,Select BPS-T,Strategy & Tech Top OA,Unassigned,0.0,,<10M,"ALPS ELECTRIC CO.,LTD.",,,,,Strategy & Technology,Strategy & Tech Top,Strategy & Tech Top Offering,1
2023,1,9,Americas,US Public and Communications,US Public and Communications,Life Sciences,Application Management Services for ISVs (Workday),ENTERPRISE,0.0,ISV Application Operations,<10M,JOHNSON & JOHNSON,,,,,Intelligent Operations,Application Operations,"Application Management Services for ISVs (not SAP, Oracle)",2
2023,2,10,Americas,LA,Brazil,Select BPS-T,Custom Application Management Services OA,Unassigned,0.0,,<10M,ENEL,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,11,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),Select BPS-T,IBM CyberDefend - SAP,PREMIER,1.0,Cyber Strategy & Risk,<10M,AVNET INC,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,2,11,APAC,ANZ,Australia FSS,Digital Squads,"AI Integration Services (with IBM, AWS)",Unassigned,0.0,Promontory,<10M,NORTHERN TRUST,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,10,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,Custom Application Management Services OA,TARGET PREMIER,0.0,Custom Application Operations,<10M,CHEVRON CORPORATION,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,11,APAC,GCG,Taiwan,Banking,WORKDAY,TARGET ENTERPRISE,0.0,Workday,<10M,"CTBC FINANCIAL HOLDING CO., LTD.",,,,,Strategy & Technology,Business Applications,HR Technology,3
2023,3,9,Americas,LA,LA Chile,Digital Squads,AMS for SAP Apps,Unassigned,0.0,SAP Application Operations,<10M,GERDAU S.A.,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,2
2023,3,11,Rest of EMEA,France,France FSS,Banking,Sales and Commerce Transformation OA,ENTERPRISE,0.0,Customer,<10M,BNP PARIBAS,,,,,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation,3
2023,3,13,Americas,LA,Brazil,Banking,"AI Integration Services (with IBM, AWS)",ENTERPRISE,-744630.0,AI & Analytics,<10M,ITAU UNIBANCO,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,2,13,Americas,US Public and Communications,US Public and Communications,Select Technology Sales Rep,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,COMMONSPIRIT HEALTH,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,13,Rest of EMEA,SPGI,Spain COMM,Telecommunications,Custom Application Management Services OA,ENTERPRISE,0.0,Custom Application Operations,<10M,TELEFONICA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,5,UKI,UKI Industrial,UKI AAD,Aerospace & Defense,Cloud and Technology Strategy OA,TARGET ENTERPRISE,0.0,Cloud Advisory,<10M,BAE SYSTEMS PLC,,,,,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,1
2023,1,7,Japan,JP Banking & Financial Markets,JP BKFM Other,Finance Markets,Custom Application Management Services OA,PREMIER,0.0,,<10M,NRK,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,1,12,Americas,US Financial,US Financial,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,2,11,UKI,UKI Financial Services Sector,UKI Nationwide,Banking,AI Integration Services (with Microsoft),ENTERPRISE,0.0,Microsoft,<10M,NATIONWIDE BUILDING SOCIETY,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,4,8,Americas,US Communications & Industrial,US Communications & Industrial,Digital Squads,Cloud Platform Engineering Services - Other,Unassigned,0.0,Platform Engineering Services,<10M,DOLBY LABORATORIES INC,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,2,7,Japan,JP Top,JP Other,Valid Unassigned Activity,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,"OSAKA GAS CO., LTD.",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,3,11,Americas,US Communications & Industrial,US Communications & Industrial,Select Client,Source-to-Pay Operations BPO,PREMIER,0.0,Finance & Procurement BPO,<10M,MICRON TECHNOLOGY INC,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,3
2023,4,8,UKI,UKI Public,UKI DWP,Government,"App Mig and Modern (not AWS, Microsoft) OA",ENTERPRISE,0.0,IBM & Red Hat,<10M,SCOTTISH GOV,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,3,12,Japan,JP Distribution,JP TNT,Travel & Transportation,IBM Cyber Strategy and Risk Other,FOUNDATION,154286.0,Cyber Strategy & Risk,<10M,CENTRAL JAPAN RAILWAY COMPANY,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,3
2023,3,4,Americas,Canada,Canada Fin,Select Client,Quality Engineering Services OA,TARGET PREMIER,0.0,Quality Engineering,<10M,INTERAC CORP,,,,,Intelligent Operations,Application Operations,Quality Engineering Services,1
2023,4,10,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,MITSUBISHI HC CAPITAL INC.,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,10,Americas,US Distribution,US Cpg,Consumer Products,Finance Transformation OA,ENTERPRISE,0.0,Finance,<10M,"CENCORA, INC",,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,3
2023,3,5,UKI,UKI Communications,UKI Telco,Select BPS-T,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,COLT GROUP,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,1
2023,3,7,Rest of EMEA,DACH,DE IND,Select BPS-T,"App Mig and Modern (not AWS, Microsoft) OA",Unassigned,0.0,Migration & Modernization,<10M,FREQUENTIS AG,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",2
2023,3,8,Americas,US Distribution,US Retail,Select Technology Sales Rep,SAP,FOUNDATION,0.0,SAP,<10M,WAKEFERN,,,,,Strategy & Technology,Business Applications,Business Transformation with SAP Applications,2
2023,1,10,Americas,US Public and Communications,US Public and Communications,Select Client,CUSTOMER BPO,FOUNDATION,0.0,Customer Operations,<10M,STATE OF RHODE ISLAND,,,,,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,3
2023,2,5,Rest of EMEA,NCEE,Finland,Select BPS-T,Cloud Platform Engineering Services - Other,Unassigned,1175.0,Platform Engineering Services,<10M,APETIT OYJ,,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,1
2023,3,13,Rest of EMEA,Italy,Italy Commercial,Select BPS-T,IBM CyberDefend Other,Unassigned,0.0,CyberDefend,<10M,AMPLIFIN SRL,,,,,Intelligent Operations,Cybersecurity,IBM CyberDefend,3
2023,3,5,APAC,ANZ,Australia PUB,Government,"App Mig and Modern (not AWS, Microsoft) OA",PREMIER,0.0,IBM & Red Hat,<10M,AUSTRALIAN TAXATION OFFICE,,,,,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",1
2023,4,11,Japan,JP Public,JP Healthcare,Digital Squads,Digital Product Design and Engineering OA,Unassigned,0.0,Migration & Modernization,<10M,OSAKA CITY UNIVERSITY HOSPITAL,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,1,13,Rest of EMEA,DACH,DE FSS,Insurance,Experience Strategy and Design OA,FOUNDATION CLUSTER,163879.0,,<10M,GDV GESAMTVERBAND,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,2,12,Americas,US Distribution,US Cpg,Digital Squads,Source-to-Pay Operations BPO,Unassigned,0.0,Finance & Procurement BPO,<10M,UNITED FOODS INC,,,,,Intelligent Operations,Business Operations,Intelligent Procurement Operations,3
2023,3,8,APAC,ANZ,Australia IND,Digital Squads,Custom Application Management Services OA,PREMIER,0.0,Custom Application Operations,<10M,MITSUBISHI MOTORS CORP.,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,2,9,Japan,JP Distribution,JP Consumer,Select BPS-T,Finance Transformation OA,Unassigned,0.0,Finance,<10M,SHISEIDO COMPANY,,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,2
2023,2,5,Americas,LA,LA North SSA,Digital Squads,Finance Operations BPO,PREMIER,0.0,Finance & Procurement BPO,<10M,CEMEX,,,,,Intelligent Operations,Business Operations,Intelligent Finance Operations,1
2023,1,11,Americas,US Distribution,US Cpg,Consumer Products,IBM Cyber Threat Management Other,PREMIER,0.0,Cyber Threat Management,<10M,MCKESSON CORPORATION,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,4,13,UKI,UKI Distribution,UKI DIST Other,Unassigned,Finance Transformation OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,3
2023,1,7,Japan,JP Top,JP Other,Unassigned,Cloud Platform Engineering Services - Other,Unassigned,0.0,Japan Joint Ventures,<10M,"NIPPON SHOKUBAI CO., LTD.",,,,,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,2
2023,1,3,APAC,ISA,ISA IND,Select BPS-T,AMS for SAP Apps,ENTERPRISE,0.0,SAP Application Operations,<10M,SHELL PLC,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,1
2023,1,12,Japan,JP Top,JP Other,Unassigned,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,"KYOGOKU UNYU SHOJI CO., LTD.",,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,3,12,Japan,JP Banking & Financial Markets,JP BKFM Other,Banking,Finance Transformation OA,ENTERPRISE,0.0,Finance,<10M,SUMITOMO MITSUI TRUST BANK LIMITED,,,,,Strategy & Technology,Strategy & Transformation,Finance Transformation,3
2023,1,13,Japan,JP Banking & Financial Markets,JP BKFM Other,Select Technology Sales Rep,Experience Strategy and Design OA,FOUNDATION,42857.0,Enterprise Experience Design iX,<10M,AU JIBUN BANK CORPORATION,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,2,12,Japan,JP Communications,JP EEU,Energy & Utilities,Custom Application Management Services OA,Unassigned,0.0,Custom Application Operations,<10M,HOKURIKU ELECTRIC POWER COMPANY,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,4,12,Rest of EMEA,NCEE,CEE,Select BPS-T,Digital Product Design and Engineering OA,ENTERPRISE,0.0,IBM & Red Hat,<10M,VOLKSWAGEN,,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,6,APAC,ASEAN,Indonesia,Select BPS-T,SALESFORCE,Unassigned,0.0,Salesforce,<10M,OOREDOO GROUP L.L.C,,,,,Strategy & Technology,Business Applications,Business Transformation with Salesforce,2
2023,3,12,APAC,ANZ,Australia IND,Select BPS-T,AI Integration Services (with Microsoft),Unassigned,-24526.0,Microsoft,<10M,INPEX CORPORATION,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,3,12,Rest of EMEA,MEA,Gulf and Levant,Select BPS-T,Experience Strategy and Design OA,PREMIER,0.0,Enterprise Experience Design iX,<10M,ABU DHABI NATIONAL OIL COMPANY,,,,,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,3
2023,1,10,APAC,ISA,ISA IND,Select BPS-T,AMS for SAP Apps,FOUNDATION CLUSTER,0.0,SAP Application Operations,<10M,FABINDIA OVERSEAS PVT LTD,,,,,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,3
2023,3,13,Japan,JP Top,JP Other,Unassigned,Digital Product Design and Engineering OA,Unassigned,548.0,Migration & Modernization,<10M,"JAPAN AEROFORGE, LTD.",,,,,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,3
2023,4,3,Rest of EMEA,NCEE,CEE,Select BPS-T,Data Transformation,Unassigned,0.0,Data Services,<10M,ORANGE,,,,,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",1
2023,3,11,Rest of EMEA,NCEE,CEE,Select Build(ISV)/Service(GSI),Intelligent Talent Operations OA,Unassigned,0.0,Talent Operations,<10M,ERNST & YOUNG LLP,,,,,Intelligent Operations,Business Operations,Intelligent Talent Operations,3
2023,3,11,UKI,UKI Industrial,UKI IND Other,Unassigned,Supply Chain Transformation OA,Unassigned,0.0,,<10M,Unassigned,,,,,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,3
2023,3,13,Americas,US Distribution,US TNT,Travel & Transportation,Custom Application Management Services OA,PREMIER,920000.0,Custom Application Operations,<10M,MARRIOTT INTERNATIONAL INC.,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,3
2023,2,13,Rest of EMEA,SPGI,Spain COMM,Select BPS-T,"AI Integration Services (with IBM, AWS)",TARGET ENTERPRISE,29572.0,,<10M,ORANGE,,,,,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",3
2023,3,12,APAC,ISA,ISA FSS,Select BPS-T,IBM Cyber Threat Management Other,Unassigned,0.0,Cyber Threat Management,<10M,CITY UNION BANK LTD,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,3
2023,1,10,Americas,US Distribution,US Cpg,Select Client,Application Migration and Modernization - Microsoft,Unassigned,0.0,Microsoft,<10M,POST HOLDINGS INC,,,,,Strategy & Technology,Hybrid Cloud & Data,Application Migration and Modernization on Microsoft,3
2023,1,8,Americas,Canada,Canada COMM,Select Client,IBM Cyber Threat Management Other,PREMIER,0.0,Cyber Threat Management,<10M,CANADIAN UTILITIE,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,2
2023,2,9,UKI,UKI Communications,UKI MNE,Select BPS-T,Custom Application Management Services OA,FOUNDATION,0.0,Custom Application Operations,<10M,INFORMA,,,,,Intelligent Operations,Application Operations,Custom Application Management Services,2
2023,3,13,Americas,US Public and Communications,US Public and Communications,Unassigned,IBM Cyber Strategy and Risk Other,Unassigned,0.0,Cyber Strategy & Risk,<10M,Unassigned,,,,,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,3
