YEAR,QUARTER,WEEK,GEOGRAPHY,MARKET,COUNTRY,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,DEAL_SIZE,SIGNINGS,SIGNINGS_PY,SIGNINGS_PPY,BRANCH
2025,2,5,Japan,Japan Market,Japan,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,398505.0,,,
2025,1,7,APAC,Australia/New Zealand Market,Australia,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,9,Americas,US Top Market,United States of America,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,399275.0,,,
2025,1,10,Americas,Latin America Market,Argentina,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,EMEA,SPGI Market,Spain,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,Japan,Japan Market,Japan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,14286.0,,,
2025,1,8,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-1.0,,,
2025,1,10,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,180000.0,,,
2025,1,12,EMEA,DACH Market,Switzerland,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,12,Americas,Latin America Market,Argentina,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,-215025.0,,,
2025,1,5,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,184162.0,,,
2025,2,8,EMEA,UKI Market,Ireland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,4,APAC,India/South Asia Market,India PTE Ltd,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,UKI Market,United Kingdom,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,8,EMEA,DACH Market,Switzerland,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,Americas,US Top Market,United States of America,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,2,5,EMEA,DACH Market,Switzerland,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,6096.0,,,
2025,2,10,EMEA,Italy Market,Italy,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,12,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,1.0,,,
2025,2,3,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-3660.0,,,
2025,2,11,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,48040.0,,,
2025,1,11,Americas,US Top Market,United States of America,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,12,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,6,Americas,Canadian Market,Bahamas,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-3203.0,,,
2025,1,9,Americas,Latin America Market,Colombia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,3,EMEA,UKI Market,Ireland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,11,APAC,Greater China Group Market,Hong Kong,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,6,EMEA,Italy Market,Italy,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,9,APAC,Greater China Group Market,Taiwan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,61025.0,,,
2025,1,6,EMEA,France Market,France,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,12,EMEA,SPGI Market,Portugal,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,3,EMEA,Middle East/Africa Market,Egypt,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,10,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,2663637.0,,,
2025,2,5,EMEA,DACH Market,Austria,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,8200.0,,,
2025,1,10,Americas,Latin America Market,Mexico,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,10,EMEA,DACH Market,Germany,Automation Platform,Technology Business Management,Asset Lifecycle Management,Environmental Intelligence,Unassigned,0.0,,,
2025,1,6,EMEA,Italy Market,Italy,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,VMware Managed and Solutions,<10M,0.0,,,
2025,1,8,Americas,Latin America Market,Chile,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,9,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,0.0,,,
2025,1,7,APAC,Greater China Group Market,China,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,4,EMEA,Middle East/Africa Market,Turkiye Sub,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,7,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,9,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,20899.0,,,
2025,1,4,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,99900.0,,,
2025,1,6,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,215985.0,,,
2025,1,7,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,37500.0,,,
2025,2,5,EMEA,DACH Market,Germany,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-278.0,,,
2025,1,13,EMEA,Middle East/Africa Market,Turkiye Sub,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,2,8,Americas,Latin America Market,Mexico,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,5,Americas,Latin America Market,Argentina,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,58950.0,,,
2025,1,11,Americas,Canadian Market,Canada,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,-1.0,,,
2025,1,11,APAC,India/South Asia Market,India PTE Ltd,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,0.0,,,
2025,1,5,Americas,US Top Market,United States of America,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,5757.0,,,
2025,1,5,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,EMEA,UKI Market,United Kingdom,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,4,Americas,Canadian Market,Trinidad,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,124500.0,,,
2025,1,10,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,2,3,APAC,India/South Asia Market,India PTE Ltd,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,139564.0,,,
2025,1,8,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,34636.0,,,
2025,1,11,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,64668.0,,,
2025,1,9,Americas,Latin America Market,Peru,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,10,APAC,India/South Asia Market,Sri Lanka,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,EMEA,UKI Market,United Kingdom,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,19198.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,50409.0,,,
2025,1,4,APAC,Korea Market,Korea,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,67250.0,,,
2025,2,5,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-255.0,,,
2025,1,9,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,-16890.0,,,
2025,2,9,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,7,Americas,Latin America Market,Argentina,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,2,5,EMEA,SPGI Market,Portugal,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,APAC,Korea Market,Korea,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,9,Americas,Latin America Market,Brazil,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-2699.0,,,
2025,2,11,APAC,Greater China Group Market,China,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,112591.0,,,
2025,1,13,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,-2.0,,,
2025,2,5,EMEA,Middle East/Africa Market,Turkiye Sub,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,12,Americas,Latin America Market,Peru,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Estonia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,3,EMEA,France Market,France,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,58560.0,,,
2025,1,5,Japan,Japan Market,Japan,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,44667.0,,,
2025,1,8,APAC,Greater China Group Market,Hong Kong,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,0.0,,,
2025,2,3,APAC,Australia/New Zealand Market,Australia,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-1.0,,,
2025,2,5,EMEA,France Market,France,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,153750.0,,,
2025,1,8,APAC,Australia/New Zealand Market,Australia,Storage TPS,Storage Operations / Services SW Market,Storage Operations / Services SW,Storage Top SW (TPS)(AUO),Unassigned,0.0,,,
2025,2,11,EMEA,DACH Market,Germany,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,11,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,9,APAC,Australia/New Zealand Market,Australia,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,3.0,,,
2025,1,10,EMEA,"Northern, Central and Eastern Europe Market",Poland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,13,APAC,Greater China Group Market,Hong Kong,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,8,APAC,ASEAN Market,Singapore,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,60308.0,,,
2025,2,10,Americas,US Top Market,United States of America,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Spectrum Computing Top (AUO),Unassigned,557168.0,,,
2025,1,11,EMEA,Middle East/Africa Market,Pakistan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,10,Americas,Latin America Market,Mexico,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,10,EMEA,France Market,France,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,28200.0,,,
2025,2,4,Americas,Canadian Market,Canada,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,27227.0,,,
2025,1,8,EMEA,UKI Market,United Kingdom,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,189943.0,,,
2025,2,7,EMEA,"Northern, Central and Eastern Europe Market",Poland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,7988.0,,,
2025,2,12,EMEA,DACH Market,Switzerland,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,5900.0,,,
2025,1,4,APAC,India/South Asia Market,India PTE Ltd,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,2,12,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,-35000.0,,,
2025,2,10,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,13,Japan,Japan Market,Japan,Public Cloud Platform,Public Cloud IaaS,Cloud Native IaaS,Cloud Object Storage,<10M,-78990.0,,,
2025,1,11,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,114040.0,,,
2025,1,8,EMEA,Middle East/Africa Market,UAE - United Arab Emirates,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,7,EMEA,DACH Market,Germany,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,2,7,EMEA,France Market,France,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,98600.0,,,
2025,1,7,EMEA,Italy Market,Italy,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,11,EMEA,Middle East/Africa Market,South Africa,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,6,Americas,Latin America Market,Peru,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,9,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,149378.0,,,
2025,2,11,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,382112.0,,,
2025,1,9,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,12,EMEA,DACH Market,Germany,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,115010.0,,,
2025,1,7,EMEA,SPGI Market,Israel (SEMEA Sub),Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,9,EMEA,SPGI Market,Portugal,Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,31523.0,,,
2025,1,4,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,77784.0,,,
2025,1,13,Japan,Japan Market,Japan,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,1772524.0,,,
2025,2,5,APAC,ASEAN Market,Vietnam,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,-10.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Slovenia,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,5,EMEA,Middle East/Africa Market,United Arab Emirates,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,SPGI Market,Israel (SEMEA Sub),Automation Platform,Application Development & Integration,Application Integration,webMethods Integration,Unassigned,332747.0,,,
2025,2,11,EMEA,UKI Market,United Kingdom,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,Americas,Latin America Market,Peru,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Watson FSS Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,"Northern, Central and Eastern Europe Market",Netherlands,Public Cloud Platform,Public Cloud PaaS,PaaS True Up / Top (AUO),"PaaS True Up, Allocations and Other (AUO)",Unassigned,0.0,,,
2025,1,11,EMEA,Middle East/Africa Market,Turkiye Sub,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,12,EMEA,Middle East/Africa Market,Cote D'Ivoire,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,9,EMEA,Middle East/Africa Market,Qatar,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,35650.0,,,
2025,1,6,EMEA,DACH Market,Austria,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,EMEA,Middle East/Africa Market,Egypt,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,12,EMEA,France Market,France,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,5135.0,,,
2025,1,5,Americas,US Top Market,United States of America,Z TPS,zTPS Operations / Services Market,zTPS Operations / Services,"zTPS Top - Acctg Adj, BP Rebates (AUO)",Unassigned,0.0,,,
2025,1,13,EMEA,DACH Market,Germany,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,654674.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Sweden,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,10,EMEA,Middle East/Africa Market,Pakistan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Poland,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,1,6,EMEA,"Northern, Central and Eastern Europe Market",Finland,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,-12.0,,,
2025,1,12,APAC,Greater China Group Market,China,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,275473.0,,,
2025,1,3,APAC,Greater China Group Market,China,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,11988.0,,,
2025,1,12,EMEA,"Northern, Central and Eastern Europe Market",Denmark,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,310853.0,,,
2025,1,10,APAC,Greater China Group Market,Taiwan,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,2,4,EMEA,Middle East/Africa Market,Cote D'Ivoire,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,11816.0,,,
2025,2,4,Americas,Latin America Market,Chile,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,13,EMEA,DACH Market,Austria,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,88499.0,,,
2025,2,10,EMEA,"Northern, Central and Eastern Europe Market",Norway,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,EMEA,"Northern, Central and Eastern Europe Market",Czech Republic,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Partner Rebates, Unassigned, Miscds, Other (AUO)",Unassigned,0.0,,,
2025,1,7,Americas,Latin America Market,Peru,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,0.0,,,
2025,2,4,Americas,Latin America Market,Chile,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,9,APAC,ASEAN Market,Singapore,Automation Platform,Technology Business Management,IT Financial Management,Apptio Top (AUO),Unassigned,46423.0,,,
2025,1,6,Americas,Latin America Market,Colombia,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,1,13,Americas,Canadian Market,Bahamas,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,364500.0,,,
2025,1,7,EMEA,SPGI Market,Spain,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),"Sustainability Software Top-BP Rebates, Acctg Miscodes (AUO)",Unassigned,0.0,,,
2025,1,6,Americas,Canadian Market,Canada,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,11,EMEA,SPGI Market,Israel (SEMEA Sub),Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,173828.0,,,
2025,2,3,EMEA,DACH Market,Germany,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,-453.0,,,
2025,1,4,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Spectrum Computing Top (AUO),Unassigned,1800000.0,,,
2025,1,5,APAC,Korea Market,Korea,Automation Platform,Automation Platform Top (AUO),Automation Platform Top Portfolio (AUO),Automation Top (AUO),Unassigned,0.0,,,
2025,1,7,EMEA,Middle East/Africa Market,Morocco,Public Cloud Platform,Public Cloud IaaS,Extended Enterprise,IaaS Classic,<10M,0.0,,,
2025,2,11,Americas,US Top Market,United States of America,Automation Platform,Infrastructure Automation,Network Management,Network Automation Top (AUO),Unassigned,0.0,,,
2025,1,8,EMEA,"Northern, Central and Eastern Europe Market",Belgium,Data Platform,Data Fabric,Content Management,Business Automation Top (AUO),Unassigned,925000.0,,,
2025,1,10,EMEA,UKI Market,United Kingdom,Data Platform,Data and AI Top (AUO),Data Platform Top Portfolio (AUO),Data Platform Top (AUO),Unassigned,192748.0,,,
